x,y,z,px,py,pz,pw,u
-0.58945,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,817.16599
-0.59475,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,822.39546
-0.59991,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,827.48682
-0.60494,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,832.43683
-0.60981,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,837.24239
-0.61455,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,841.90045
-0.61913,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,846.40808
-0.62356,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,850.76241
-0.62784,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,854.96071
-0.63196,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,859.00033
-0.63592,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,862.87870
-0.63972,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,866.59339
-0.64335,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,870.14204
-0.64681,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,873.52241
-0.65011,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,876.73237
-0.65323,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,879.76990
-0.65618,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,882.63306
-0.65896,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,885.32006
-0.66156,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,887.82920
-0.66398,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,890.15889
-0.66622,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,892.30766
-0.66827,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,894.27415
-0.67015,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,896.05712
-0.67184,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,897.65545
